command,mean,stddev,median,user,system,min,max
target/release/huff -f ../bible-compression-challenge/data/asv_utf8.txt,0.22264173279500002,0.0066216645223391955,0.22279632179500003,0.20532814500000002,0.014169249999999998,0.21311866979500002,0.23350595179500003
