command,mean,stddev,median,user,system,min,max
target/release/huff -f ../bible-compression-challenge/data/asv_utf8.txt,0.24754999821000007,0.0030037780815688323,0.24749456571,0.21863923000000002,0.025484404999999998,0.24222913471000002,0.25209873671
