command,mean,stddev,median,user,system,min,max
huff -f ../bible-compression-challenge/data/asv_utf8.txt,0.24979158427499998,0.007423041464270617,0.247204261875,0.22686335499999996,0.018055709999999996,0.24333155387500002,0.267507817875
